,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE
318,HP,ProBook 640,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.95kg,"980,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
319,Acer,TravelMate B,Notebook,"11.6""",Intel HD Graphics 405,Windows,10,1.4kg,"485,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
320,HP,Elitebook 840,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.48kg,"1292,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
321,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Nvidia GeForce 920MX,Windows,10,2.79kg,"589,00",1600x900,No Touchscreen,4,False,True,False,0,1000,0,1000
322,Asus,ZenBook UX410UA-GV183T,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,2kg,"1094,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
323,HP,ProBook 450,Notebook,"15.6""",Intel UHD Graphics 620,Windows,10,2.1kg,"902,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
324,Acer,Aspire 5,Notebook,"15.6""",AMD Radeon RX 540,Windows,10,2.2kg,"659,00",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
325,Lenovo,IdeaPad 120S-14IAP,Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.44kg,"292,00",1366x768,No Touchscreen,4,True,False,False,32,0,0,32
326,Acer,Aspire E5-575,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.23kg,"549,00",1366x768,No Touchscreen,6,False,True,False,0,1000,0,1000
327,Asus,VivoBook S15,Ultrabook,"15.6""",Nvidia GeForce 940MX,Windows,10,1.7kg,"1049,90",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
328,HP,Elitebook 820,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,1.26kg,"1335,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
329,Dell,XPS 15,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.06kg,"2639,00",3840x2160,Touchscreen,32,True,False,False,1000,0,0,1000
330,MSI,GL72M 7REX,Gaming,"17.3""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,"1199,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
331,Toshiba,Satellite Pro,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.0kg,"943,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
332,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,2kg,"1334,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
333,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.85kg,"449,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
334,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.5kg,"999,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
335,HP,EliteBook 840,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.48kg,"1268,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
336,Dell,Inspiron 7570,Ultrabook,"15.6""",Nvidia GeForce 940MX,Windows,10,1.9kg,"1049,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
337,HP,Elitebook 850,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.84kg,"1144,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
338,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,"15.6""",Intel HD Graphics 500,Linux,,2kg,"274,99",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
339,Dell,Inspiron 7570,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2kg,"1142,75",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
340,Dell,Inspiron 3552,Notebook,"15.6""",Intel HD Graphics,Linux,,2.2kg,"274,90",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
341,Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"899,00",1920x1080,No Touchscreen,12,False,True,False,0,2000,0,2000
342,HP,ProBook 450,Notebook,"15.6""",Nvidia GeForce 930MX ,Windows,10,2.1kg,"716,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
343,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,"13.9""",Intel UHD Graphics 620,Windows,10,1.4kg,"2099,00",3840x2160,Touchscreen,16,True,False,False,512,0,0,512
344,Dell,XPS 13,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.2kg,"1579,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
345,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.4kg,"1129,00",1920x1080,No Touchscreen,16,True,True,False,256,2000,0,2256
346,HP,Stream 14-AX001nv,Notebook,"14.0""",Intel HD Graphics 400,Windows,10,1.44kg,"279,00",1366x768,No Touchscreen,2,True,False,False,32,0,0,32
347,Dell,Latitude 5590,Ultrabook,"15.6""",Intel UHD Graphics 620,Windows,10,1.88kg,"1607,96",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
348,Asus,VivoBook Flip,2 in 1 Convertible,"11.6""",Intel HD Graphics 500,Windows,10,1.5kg,"375,00",1366x768,Touchscreen,4,True,False,False,32,0,0,32
349,Dell,Inspiron 5570,Ultrabook,"15.6""",AMD Radeon 530,Windows,10,1.9kg,"663,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
350,Dell,XPS 15,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.06kg,"2027,42",3840x2160,Touchscreen,16,True,False,False,512,0,0,512
351,HP,Elitebook 850,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.84kg,"1304,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
352,MSI,GP72MVR 7RFX,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,2.7kg,"1409,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
353,HP,Zbook 15,Workstation,"15.6""",Nvidia Quadro M1200,Windows,10,2.6kg,"1738,27",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
354,Toshiba,Tecra A50-C-21G,Notebook,"15.6""",Nvidia GeForce 930M,Windows,10,2.4kg,"1403,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
355,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.02kg,"970,90",1920x1080,No Touchscreen,8,True,True,False,128,2000,0,2128
356,Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Intel HD Graphics 500,No OS,,2.2kg,"321,99",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
357,Dell,Inspiron 7577,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.65kg,"999,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
358,Dell,Inspiron 3567,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.36kg,"557,37",1366x768,Touchscreen,8,False,True,False,0,2000,0,2000
359,Dell,Latitude 7480,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.36kg,"1427,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
360,HP,250 G6,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.86kg,"439,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
361,Asus,Zenbook UX410UA-GV027T,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,2kg,"945,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
362,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Nvidia GeForce GTX 940MX,Windows,10,2.8kg,"719,00",1600x900,No Touchscreen,6,True,True,False,128,1000,0,1128
363,HP,250 G6,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.86kg,"639,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
364,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Nvidia GeForce 920MX ,No OS,,2.2kg,"499,00",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
365,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,"15.6""",Intel HD Graphics 405,Windows,10,2.04kg,"389,00",1366x768,No Touchscreen,8,False,True,False,0,2000,0,2000
366,Dell,Inspiron 5770,Notebook,"17.3""",AMD Radeon 530,Windows,10,2.8kg,"1085,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
367,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050,No OS,,2.4kg,"809,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
368,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Windows,10,2.33kg,"899,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
369,HP,Elitebook 1040,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.36kg,"1750,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
370,Asus,ZenBook Flip,2 in 1 Convertible,"15.6""",Nvidia GeForce GT 940MX,Windows,10,2.26kg,"1099,00",1920x1080,Touchscreen,12,True,True,False,512,2000,0,2512
371,Acer,Aspire 3,Notebook,"15.6""",AMD Radeon R5,Windows,10,2.1kg,"426,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
372,Asus,Rog Strix,Gaming,"17.3""",AMD Radeon RX 580,Windows,10,3.25kg,"2199,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
373,Lenovo,IdeaPad 110-17ACL,Notebook,"17.3""",AMD Radeon R5,Windows,10,2.6kg,"489,00",1600x900,No Touchscreen,4,True,False,False,128,0,0,128
374,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.62kg,"869,01",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
375,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,"15.6""",AMD Radeon R5,Windows,10,1.91kg,"488,99",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
376,Lenovo,Yoga 11e,Netbook,"11.6""",Intel HD Graphics 500,Windows,10,1.59kg,"553,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
377,Dell,Inspiron 3552,Notebook,"15.6""",Intel HD Graphics 400,Windows,10,1.8kg,"309,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
378,Asus,VivoBook E403NA,Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.5kg,"286,00",1366x768,No Touchscreen,4,True,False,False,32,0,0,32
379,Acer,Aspire 7,Notebook,"15.6""",Nvidia GeForce GTX 1050,Linux,,2.4kg,"846,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
380,HP,Omen 17-w212nv,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,3.35kg,"1191,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
381,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,"15.6""",Intel HD Graphics 520,No OS,,1.85kg,"403,50",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
382,Asus,ROG Strix,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,2.3kg,"1655,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
383,Lenovo,IdeaPad 720S-14IKB,Notebook,"14.0""",Nvidia GeForce 940MX,Windows,10,1.5kg,"1099,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
384,Asus,Zenbook Flip,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.1kg,"1748,90",1920x1080,Touchscreen,16,True,False,False,512,0,0,512
385,Lenovo,Thinkpad X1,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.13kg,"2282,00",2560x1440,No Touchscreen,8,True,False,False,512,0,0,512
386,Lenovo,Ideapad 510S-13IKB,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.5kg,"549,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
387,Dell,Precision 3510,Workstation,"15.6""",AMD FirePro W5130M,Windows,10,2.23kg,"1369,00",1920x1080,No Touchscreen,8,False,True,False,0,500,0,500
388,Dell,Precision 5520,Workstation,"15.6""",Nvidia Quadro M1200,Windows,10,2kg,"2135,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
389,Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",Intel HD Graphics 620,Windows,10,1.42kg,"2509,00",2560x1440,Touchscreen,16,True,False,False,512,0,0,512
390,Asus,Rog GL753VD-GC042T,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,3kg,"1039,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
391,Asus,Rog GL753VE-GC070T,Gaming,"17.3""",Nvidia GeForce GTX 1050 Ti,Windows,10,3kg,"1591,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
392,Acer,Aspire 5,Notebook,"15.6""",Nvidia GeForce MX130,Windows,10,2.2kg,"693,99",1366x768,No Touchscreen,12,False,True,False,0,1000,0,1000
393,MSI,Leopard GP72M,Gaming,"17.3""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,"1349,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
394,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Linux,,2.33kg,"778,87",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
395,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,"15.6""",AMD Radeon 520,Windows,10,1.91kg,"499,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
396,Lenovo,ThinkPad E580,Notebook,"15.6""",AMD Radeon RX 550,Windows,10,2.1kg,"1229,56",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
397,Lenovo,ThinkPad L470,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.9kg,"938,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
398,Dell,Precision M5520,Workstation,"15.6""",Nvidia Quadro M1200,Windows,10,1.78kg,"2712,00",3840x2160,Touchscreen,8,True,False,False,256,0,0,256
399,Lenovo,Thinkpad X1,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.13kg,"2625,00",2560x1440,No Touchscreen,16,True,False,False,1000,0,0,1000
400,Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Intel HD Graphics 500,Windows,10,2.2kg,"306,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
401,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,2.9kg,"1529,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
402,Lenovo,ThinkPad E580,Notebook,"15.6""",AMD Radeon RX 550,Windows,10,2.1kg,"1144,50",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
403,Acer,Aspire 7,Notebook,"15.6""",Nvidia GeForce GTX 1050,Linux,,2.5kg,"879,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
404,MSI,GE73VR 7RF,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,2.8kg,"2249,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
405,Asus,Zenbook 3,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.10kg,"1873,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
406,Toshiba,Portege Z30-C-16P,Ultrabook,"13.3""",Intel HD Graphics 520,Windows,10,1.2kg,"1747,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
407,Dell,Latitude 7480,Ultrabook,"14.0""",Intel HD Graphics,Windows,10,1.36kg,"1680,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
408,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.2kg,"409,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
409,Lenovo,Lenovo IdeaPad,Notebook,"11.6""",Intel HD Graphics 500,Windows,10,1.15kg,"304,45",1366x768,No Touchscreen,2,True,False,False,32,0,0,32
410,Lenovo,ThinkPad P51,Workstation,"15.6""",Nvidia Quadro M1200,Windows,10,2.67kg,"1925,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
411,Lenovo,Thinkpad T470p,Ultrabook,"14.0""",Nvidia GeForce GT 940MX,Windows,10,1.7kg,"1943,00",2560x1440,No Touchscreen,8,True,False,False,512,0,0,512
412,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,"15.6""",AMD Radeon 520,Windows,10,2.1kg,"469,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
413,Acer,Aspire R7,2 in 1 Convertible,"13.3""",Intel HD Graphics 520,Windows,10,1.6kg,"789,01",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
414,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.27kg,"928,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
415,Dell,Inspiron 3567,Notebook,"15.6""",AMD Radeon R5 M430,Linux,,2.3kg,"598,90",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
416,Dell,Latitude 3380,Notebook,"13.3""",Intel HD Graphics 520,Windows,10,1.65kg,"689,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
417,HP,EliteBook 1040,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,10,1.43kg,"1500,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
418,Dell,Inspiron 3567,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.14kg,"539,95",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
419,Lenovo,ThinkPad E480,Ultrabook,"14.0""",AMD Radeon RX 550,Windows,10,1.75kg,"1215,38",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
420,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2kg,"1899,00",3840x2160,Touchscreen,16,True,False,False,512,0,0,512
421,Chuwi,LapBook 12.3,Notebook,"12.3""",Intel HD Graphics 500,Windows,10,1.4kg,"449,00",2736x1824,No Touchscreen,6,True,False,False,64,0,0,64
422,HP,ProBook 650,Notebook,"15.6""",Intel HD Graphics 630,Windows,10,2.31kg,"1427,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
423,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,"15.6""",Nvidia GeForce 940MX,Linux,,2.3kg,"597,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
424,Dell,Alienware 17,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.42kg,"2799,00",2560x1440,No Touchscreen,16,True,True,False,256,1000,0,1256
425,Dell,Inspiron 7577,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,"1159,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
426,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.02kg,"1142,40",1920x1080,No Touchscreen,8,True,True,False,256,2000,0,2256
427,Dell,Latitude 5480,Ultrabook,"14.0""",Intel HD Graphics 620,Linux,,1.6kg,"1099,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
428,HP,Omen 17-w207nv,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,3.35kg,"1999,00",1920x1080,No Touchscreen,12,True,True,False,256,1000,0,1256
429,Mediacom,FlexBook Edge,2 in 1 Convertible,"11.6""",Intel HD Graphics 500,Windows,10,1.16kg,"299,00",1920x1080,Touchscreen,4,True,False,False,32,0,0,32
430,Samsung,Chromebook 3,Netbook,"11.6""",Intel HD Graphics 400,Chrome OS,,1.15kg,"269,00",1366x768,No Touchscreen,4,True,False,False,16,0,0,16
431,Lenovo,Thinkpad 13,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.4kg,"1010,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
432,Lenovo,IdeaPad 320s-14IKB,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.7kg,"599,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
433,Lenovo,Thinkpad T570,Workstation,"15.6""",Nvidia GeForce 940MX,Windows,10,2.3kg,"2445,00",3840x2160,No Touchscreen,16,True,False,False,512,0,0,512
434,Lenovo,Thinkpad P51,Notebook,"15.6""",Nvidia Quadro M2200M,Windows,10,2.5kg,"2449,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
435,Asus,Rog Strix,Gaming,"17.3""",AMD Radeon RX 580,Windows,10,3.2kg,"1695,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
436,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,"15.6""",Intel HD Graphics 400,Windows,10,2.1kg,"347,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
437,Google,Pixelbook (Core,Ultrabook,"12.3""",Intel HD Graphics 615,Chrome OS,,1.1kg,"2199,00",2400x1600,Touchscreen,16,True,False,False,512,0,0,512
438,Lenovo,ThinkPad T470s,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.32kg,"2382,00",2560x1440,No Touchscreen,24,True,False,False,512,0,0,512
439,Asus,VivoBook Max,Notebook,"15.6""",Intel HD Graphics 620,Linux,,2kg,"559,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
440,Lenovo,IdeaPad 320-15AST,Notebook,"17.3""",AMD Radeon R4,Windows,10,2.8kg,"519,00",1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000
441,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"749,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
442,Lenovo,ThinkPad X270,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,1.36kg,"1429,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
443,Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Intel HD Graphics 505,Windows,10,2.2kg,"349,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
444,HP,Omen 15-AX205na,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.2kg,"1099,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
445,Dell,Latitude 5480,Notebook,"14.0""",Nvidia GeForce 930MX,Windows,10,1.64kg,"1179,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
446,Acer,Aspire ES1-572,Notebook,"15.6""",Intel HD Graphics 620,Linux,,2.4kg,"441,80",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
447,Dell,Precision 3520,Workstation,"15.6""",Nvidia Quadro M620,Windows,10,2.23kg,"1993,00",1920x1080,No Touchscreen,8,True,True,False,64,1000,0,1064
448,MSI,GV62 7RD-1686NL,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.2kg,"1027,74",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
449,Microsoft,Surface Laptop,Ultrabook,"13.5""",Intel Iris Plus Graphics 640,Windows,10 S,1.25kg,"2589,00",2256x1504,Touchscreen,16,True,False,False,512,0,0,512
450,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.91kg,"589,00",1366x768,No Touchscreen,8,True,False,False,128,0,0,128
451,Dell,Precision 3520,Workstation,"15.6""",Nvidia Quadro M620,Windows,10,2.17kg,"1975,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
452,HP,ProBook 650,Workstation,"15.6""",Intel HD Graphics 620,Windows,10,2.31kg,"1534,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
453,Lenovo,ThinkPad T470,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.65kg,"1345,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
454,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.36kg,"979,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
455,Dell,Inspiron 3168,2 in 1 Convertible,"11.6""",Intel HD Graphics 405,Windows,10,1.47kg,"479,00",1366x768,Touchscreen,4,False,True,False,0,500,0,500
456,Dell,Alienware 17,Notebook,"17.3""",Nvidia GeForce GTX 1060,Windows,10,4.42kg,"2046,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
457,Microsoft,Surface Laptop,Ultrabook,"13.5""",Intel HD Graphics 615,Windows,10 S,1.252kg,"989,00",2256x1504,Touchscreen,4,True,False,False,128,0,0,128
458,Microsoft,Surface Laptop,Ultrabook,"13.5""",Intel Iris Plus Graphics 640,Windows,10 S,1.25kg,"1799,00",2256x1504,Touchscreen,8,True,False,False,256,0,0,256
459,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,"17.3""",Intel HD Graphics 520,Windows,10,2.5kg,"639,90",1600x900,No Touchscreen,8,True,False,False,256,0,0,256
460,Acer,Aspire E5-576G,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2.23kg,"544,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
461,Acer,TravelMate B,Netbook,"11.6""",Intel HD Graphics 400,Windows,10,1.4kg,"435,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
462,Asus,Pro P2540UA-AB51,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.37kg,"749,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
463,Lenovo,IdeaPad 510s-14IKB,Notebook,"14.0""",AMD Radeon R7 M460,No OS,,1.5kg,"799,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
464,Lenovo,Thinkpad P51,Notebook,"15.6""",Nvidia Quadro M2200M,Windows,10,2.67kg,"2090,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
465,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,"15.6""",Intel HD Graphics 500,Windows,10,2kg,"304,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
466,Acer,Aspire 5,Notebook,"15.6""",Nvidia GeForce GTX 940MX,Windows,10,2.2kg,"469,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
467,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.02kg,"759,00",1920x1080,No Touchscreen,8,False,True,False,0,2000,0,2000
468,HP,Omen 17-an006nv,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,3.78kg,"1699,00",1920x1080,No Touchscreen,12,False,True,False,0,1000,0,1000
469,Lenovo,Thinkpad T460s,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,10,1.4kg,"1858,00",2560x1440,No Touchscreen,12,True,False,False,256,0,0,256
470,HP,Spectre x360,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.29kg,"1999,00",3840x2160,Touchscreen,8,True,False,False,512,0,0,512
471,HP,ZBook 15u,Notebook,"15.6""",AMD FirePro W4190M ,Windows,10,1.9kg,"1154,00",1920x1080,No Touchscreen,8,False,True,False,0,500,0,500
